"Ticker","TickerType","Company","Traded","Transaction","Trade_Size_USD","Subholding","Description","Name","Filed","Party","District","Chamber","Comments","excess_return","State","last_modified"
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-12,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-226.806842055004,"Michigan",2023-11-16
"TLLP","","TESORO LOGISTICS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-12,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-23.2318444332174,"Michigan",2023-11-16
"BPL","","BUCKEYE PARTNERS L.P.",2015-10-12,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-92.5981582915122,"Michigan",2023-11-16
"BK","","BANK OF NEW YORK MELLON CORPORATION",2015-10-09,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-120.125812639017,"Florida",2023-11-16
"NSRGY","","NESTLE SA SPONSORED ADR REPRESENTING REGISTERED SHARES SERIES B",2015-10-09,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",NA,"Florida",2023-11-16
"LNKD","","LINKEDIN CORPORATION CLASS A",2015-10-09,"Sale","$1,001 - $15,000","SP M81 (MERRILL LYNCH)","","K. Michael Conaway",2016-05-24,"R"," TX11","House","",-11.5341508823187,"Texas",2023-11-16
"TEL","","TE CONNECTIVITY LTD. NEW SWITZERLAND REGISTERED SHARES",2015-10-09,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-29.4595620039687,"Florida",2023-11-16
"PGR","","PROGRESSIVE CORPORATION",2015-10-09,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",384.015811052064,"Florida",2023-11-16
"SWK","","STANLEY BLACK & DECKER, INC.",2015-10-09,"Sale","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-167.833025743195,"Florida",2023-11-16
"ROST","","ROSS STORES, INC.",2015-10-09,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",41.2841410427483,"Florida",2023-11-16
"ABC","","AMERISOURCEBERGEN CORPORATION",2015-10-09,"Sale","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-29.6957766036279,"Florida",2023-11-16
"BRK.A","","BERKSHIRE HATHAWAY INC.",2015-10-09,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",54.9710895974989,"Florida",2023-11-16
"UL","","UNILEVER PLC",2015-10-09,"Sale","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-139.94339101308,"Florida",2023-11-16
"AGN","","ALLERGAN PLC ORDINARY SHARES",2015-10-09,"Purchase","$1,001 - $15,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2015-10-31,"D"," CA47","House","",-75.387124634293,"California",2023-11-16
"DG","","DOLLAR GENERAL CORPORATION",2015-10-09,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-28.6223837331725,"Florida",2023-11-16
"MSFT","","MICROSOFT CORPORATION",2015-10-09,"Purchase","$1,001 - $15,000","","","Suzan K. Delbene",2015-11-11,"D"," WA01","House","",629.293669261561,"Washington",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-09,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-227.655573549495,"Michigan",2023-11-16
"EXPD","","EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",2015-10-09,"Sale","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-14.7736371804662,"Florida",2023-11-16
"CMA","","COMERICA INCORPORATED",2015-10-09,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-139.114679714483,"Florida",2023-11-16
"EBAY","","EBAY INC.",2015-10-09,"Sale","$1,001 - $15,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-39.822740716662,"Florida",2023-11-16
"PCAR","","PACCAR INC.",2015-10-09,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",66.4463094141318,"Florida",2023-11-16
"HON","","HONEYWELL INTERNATIONAL INC.",2015-10-09,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-59.2144634001996,"Florida",2023-11-16
"DEL","","DELTIC TIMBER CORPORATION",2015-10-09,"Sale","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",11.4691172846214,"New Jersey",2023-11-16
"CMCSA","","COMCAST CORPORATION - CLASS A",2015-10-09,"Purchase","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-113.225751927575,"Florida",2023-11-16
"DVN","","DEVON ENERGY CORPORATION",2015-10-09,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-149.376724408577,"Florida",2023-11-16
"BPL","","BUCKEYE PARTNERS L.P.",2015-10-09,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-92.4416932767846,"Michigan",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-08,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-227.91459888223,"Michigan",2023-11-16
"TLLP","","TESORO LOGISTICS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-08,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-25.8312780697035,"Michigan",2023-11-16
"DLTR","","DOLLAR TREE, INC.",2015-10-08,"Sale","$1,001 - $15,000","SP M81 (MERRILL LYNCH)","","K. Michael Conaway",2015-11-04,"R"," TX11","House","",-49.524296769521,"Texas",2023-11-16
"YUM","","YUM! BRANDS, INC.",2015-10-08,"Sale","$100,001 - $250,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-51.9294543886981,"New Jersey",2023-11-16
"EBAY","","EBAY INC.",2015-10-08,"Sale","$15,001 - $50,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2015-10-31,"D"," CA47","House","",-38.6265171063334,"California",2023-11-16
"YUM","","YUM! BRANDS, INC.",2015-10-08,"Sale","$1,001 - $15,000","MACARTHUR FAMILY 2008 IRR TR FBO DAVID MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-51.9294543886981,"New Jersey",2023-11-16
"PYPL","","PAYPAL HOLDINGS, INC.",2015-10-08,"Purchase","$1,001 - $15,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2015-11-02,"D"," CA47","House","",-56.3227909866246,"California",2023-11-16
"IVZ","","INVESCO LTD",2015-10-08,"Purchase","$1,001 - $15,000","KAREN SUSAN DIEBEL REV TRUST","","Pete Sessions",2016-05-18,"R"," TX32","House","",-208.215537149291,"Texas",2023-11-16
"YUM","","YUM! BRANDS, INC.",2015-10-08,"Sale","$1,001 - $15,000","MACARTHUR FAMILY 2008 IRR TR FBO ISABELLA MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-51.9294543886981,"New Jersey",2023-11-16
"BPL","","BUCKEYE PARTNERS L.P.",2015-10-08,"Purchase","$15,001 - $50,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-92.9653854277368,"Michigan",2023-11-16
"VRX","","VALEANT PHARMACEUTICALS INTERNATIONAL, INC.",2015-10-08,"Sale","$1,001 - $15,000","","","David E. Price",2015-11-03,"D"," NC04","House","",-125.526041033039,"North Carolina",2023-11-16
"DEL","","DELTIC TIMBER CORPORATION",2015-10-08,"Sale","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",11.6959899201672,"New Jersey",2023-11-16
"MJN","","EFFECTIVE 10/2/2015. SHARES OF GOOGLE INC. - CLASS A WERE AUTOMATICALLY CONVERTED TO SHARES OF ALPHABET INC. - CLASS A AND CONTINUE TO TRADE ON NASDAQ AS GOOGL. MEAD JOHNSON NUTRITION COMPANY",2015-10-08,"Sale","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","","Lamar Smith",2015-11-12,"R"," TX21","House","",3.18367151484822,"Texas",2023-11-16
"RAI","","REYNOLDS AMERICAN INC",2015-10-07,"Sale","$1,001 - $15,000","MORGAN STANLEY IRA - X141","","Lois Frankel",2015-10-19,"D"," FL22","House","",19.9003588263016,"Florida",2023-11-16
"LQD","","ISHARES IBOXX $ INVESTMENT GRADE CORPORATE BOND ETF",2015-10-07,"Purchase","$15,001 - $50,000","MACARTHUR FAMILY 2008 IRR TR FBO DAVID MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-164.533445101839,"New Jersey",2023-11-16
"LQD","","ISHARES IBOXX $ INVESTMENT GRADE CORPORATE BOND ETF",2015-10-07,"Purchase","$100,001 - $250,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-164.533445101839,"New Jersey",2023-11-16
"PFF","","ISHARES US PREFERRED STOCK ETF",2015-10-07,"Purchase","$15,001 - $50,000","MACARTHUR FAMILY 2008 IRR TR FBO ISABELLA MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-174.201309665074,"New Jersey",2023-11-16
"TLLP","","TESORO LOGISTICS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-07,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-26.1301577690136,"Michigan",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-07,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-230.048813717999,"Michigan",2023-11-16
"AM","","ANTERO MIDSTREAM PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-07,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-197.375789983517,"Michigan",2023-11-16
"PFF","","ISHARES US PREFERRED STOCK ETF",2015-10-07,"Purchase","$100,001 - $250,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-174.201309665074,"New Jersey",2023-11-16
"PNC","","PNC FINANCIAL SERVICES GROUP, INC.",2015-10-07,"Purchase","$1,001 - $15,000","MORGAN STANLEY IRA - X141","","Lois Frankel",2015-10-19,"D"," FL22","House","",-92.7297778684234,"Florida",2023-11-16
"LQD","","ISHARES IBOXX $ INVESTMENT GRADE CORPORATE BOND ETF",2015-10-07,"Purchase","$15,001 - $50,000","MACARTHUR FAMILY 2008 IRR TR FBO ISABELLA MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-164.533445101839,"New Jersey",2023-11-16
"PFF","","ISHARES US PREFERRED STOCK ETF",2015-10-07,"Purchase","$15,001 - $50,000","MACARTHUR FAMILY 2008 IRR TR FBO DAVID MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-174.201309665074,"New Jersey",2023-11-16
"HIX","","WESTERN ASSET HIGH INCOME FUND II INC.",2015-10-07,"Purchase","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-190.698172348926,"New Jersey",2023-11-16
"BPL","","BUCKEYE PARTNERS L.P.",2015-10-07,"Purchase","$15,001 - $50,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-93.3035275628001,"Michigan",2023-11-16
"ZTS","","ZOETIS INC. CLASS A",2015-10-07,"Purchase","$15,001 - $50,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2015-10-08,"D"," CA47","House","",147.410694331325,"California",2023-11-16
"HIX","","WESTERN ASSET HIGH INCOME FUND II INC.",2015-10-07,"Purchase","$1,001 - $15,000","MACARTHUR FAMILY 2008 IRR TR FBO ISABELLA MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-190.698172348926,"New Jersey",2023-11-16
"XOM","","EXXON MOBIL CORPORATION",2015-10-06,"Purchase","$1,001 - $15,000","SP M81 (MERRILL LYNCH)","","K. Michael Conaway",2015-11-04,"R"," TX11","House","",-116.317561371836,"Texas",2023-11-16
"AM","","ANTERO MIDSTREAM PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-06,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-198.168303930566,"Michigan",2023-11-16
"TLLP","","TESORO LOGISTICS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-06,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-23.946675771507,"Michigan",2023-11-16
"DANOY","","DANONE SPONSORED ADR",2015-10-06,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",NA,"Florida",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-06,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-232.419855401889,"Michigan",2023-11-16
"POT","","POTASH CORPORATION OF SASKATCHEWAN INC.",2015-10-06,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-37.8521284288174,"Florida",2023-11-16
"OMC","","OMNICOM GROUP INC.",2015-10-06,"Sale","$15,001 - $50,000","PATRICK ROONEY SR 2015 DELAWARE TRUST","","Thomas J. Rooney",2017-01-16,"R"," FL17","House","",-124.839730944339,"Florida",2023-11-16
"EPD","","ENTERPRISE PRODUCTS PARTNERS L.P.",2015-10-06,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-156.446901704457,"Michigan",2023-11-16
"BPL","","BUCKEYE PARTNERS L.P.",2015-10-06,"Purchase","$15,001 - $50,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-93.6760608487364,"Michigan",2023-11-16
"HMHC","","HOUGHTON MIFFLIN HARCOURT COMPANY",2015-10-05,"Purchase","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-125.386482964441,"New Jersey",2023-11-16
"TLLP","","TESORO LOGISTICS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-05,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-20.9784514313685,"Michigan",2023-11-16
"TOT","","TOTAL S.A.",2015-10-05,"Sale","$1,001 - $15,000","SP M81 (MERRILL LYNCH)","","K. Michael Conaway",2015-11-04,"R"," TX11","House","",-113.904946369811,"Texas",2023-11-16
"BPL","","BUCKEYE PARTNERS L.P.",2015-10-05,"Purchase","$15,001 - $50,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-92.6985918359153,"Michigan",2023-11-16
"SNV","","SYNOVUS FINANCIAL CORP.",2015-10-05,"Purchase","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-132.81512660761,"New Jersey",2023-11-16
"EPD","","ENTERPRISE PRODUCTS PARTNERS L.P.",2015-10-05,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-158.513082095617,"Michigan",2023-11-16
"AM","","ANTERO MIDSTREAM PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-05,"Purchase","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-195.255415028284,"Michigan",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-05,"Sale","$1,001 - $15,000","","","David A. Trott",2015-11-03,"R"," MI11","House","",-229.450458314961,"Michigan",2023-11-16
"FDX","","FEDEX CORPORATION",2015-10-05,"Purchase","$15,001 - $50,000","NEUBERGER BERMAN - TRADITIONAL IRA","","Alan S. Lowenthal",2015-10-08,"D"," CA47","House","",-89.3539161385816,"California",2023-11-16
"GOOGL","","ALPHABET INC. - CLASS A",2015-10-02,"Exchange","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","AS PART OF A STRUCTURAL REORGANIZATION, GOOGLE INC. WAS REPLACED BY ALPHABET INC.","Lamar Smith",2015-11-12,"R"," TX21","House","",166.835573680646,"Texas",2023-11-16
"SLM","","SLM CORPORATION",2015-10-02,"Purchase","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",33.0227605247778,"New Jersey",2023-11-16
"XBI","","SPDR SERIES TRUST SPDR S&P BIOTECH ETF",2015-10-02,"Purchase","$15,001 - $50,000","","","Pete Sessions",2016-05-18,"R"," TX32","House","",-118.303072736671,"Texas",2023-11-16
"GOOGL","","EFFECTIVE 10/2/2015. SHARES OF GOOGLE INC. - CLASS C CAPITAL STOCK WERE AUTOMATICALLY CONVERTED TO SHARES OF ALPHABET INC. - CLASS C CAPITAL STOCK AND WILL CONTINUE TO TRADE ON NASDAQ AS GOOG. GOOGLE INC.- CLASS A",2015-10-02,"Exchange","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","AS PART OF A STRUCTURAL REORGANIZATION, GOOGLE INC. WAS REPLACED BY ALPHABET INC.","Lamar Smith",2015-11-12,"R"," TX21","House","",166.835573680646,"Texas",2023-11-16
"GOOG","","GOOGLE INC. - CLASS C CAPITAL STOCK",2015-10-02,"Exchange","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","AS PART OF A STRUCTURAL REORGANIZATION, GOOGLE INC. WAS REPLACED BY ALPHABET INC.","Lamar Smith",2015-11-12,"R"," TX21","House","",190.615269632507,"Texas",2023-11-16
"SBH","","SALLY BEAUTY HOLDINGS, INC.",2015-10-02,"Sale","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-213.340313265638,"New Jersey",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-02,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-233.608671054704,"Michigan",2023-11-16
"PG","","PROCTER & GAMBLE COMPANY",2015-10-02,"Purchase","$1,001 - $15,000","SP M81 (MERRILL LYNCH)","","K. Michael Conaway",2015-11-04,"R"," TX11","House","",-40.1036625898266,"Texas",2023-11-16
"GOOG","","EFFECTIVE 10/2/2015. SHARES OF GOOGLE INC. - CLASS A WERE AUTOMATICALLY CONVERTED TO SHARES OF ALPHABET INC. - CLASS A AND CONTINUE TO TRADE ON NASDAQ AS GOOGL. ALPHABET INC. - CLASS C CAPITAL STOCK",2015-10-02,"Exchange","$1,001 - $15,000","MERRILL LYNCH INVESTMENT ACCOUNTS","AS PART OF A STRUCTURAL REORGANIZATION, GOOGLE INC. WAS REPLACED BY ALPHABET INC.","Lamar Smith",2015-11-12,"R"," TX21","House","",190.615269632507,"Texas",2023-11-16
"BXLT","","BAXALTA INCORPORATED",2015-10-02,"Sale","$1,001 - $15,000","SP M81 (MERRILL LYNCH)","","K. Michael Conaway",2015-11-04,"R"," TX11","House","",33.6213394496995,"Texas",2023-11-16
"AXP","","AMERICAN EXPRESS COMPANY",2015-10-01,"Sale","$50,001 - $100,000","INVESTMENT ACCOUNT","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",28.907690804612,"New York",2023-11-16
"NGL","","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2015-10-01,"Sale","$1,001 - $15,000","","PUBLICLY TRADED MASTER LIMITED PARTNERSHIP INTEREST","David A. Trott",2015-11-03,"R"," MI11","House","",-237.684452242913,"Michigan",2023-11-16
"CEQP","","CRESTWOOD EQUITY PARTNERS LP",2015-10-01,"Exchange","$15,001 - $50,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","12,460 SHARES RECEIVED IN EXCHANGED FOR 4,531 SHARES OF CMLP","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-106.377072459501,"New Jersey",2023-11-16
"GS","","GOLDMAN SACHS GROUP, INC.",2015-10-01,"Sale","$100,001 - $250,000","INVESTMENT ACCOUNT","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",-46.7673296077051,"New York",2023-11-16
"DLTR","","DOLLAR TREE, INC.",2015-10-01,"Sale","$15,001 - $50,000","INVESTMENT ACCOUNT","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",-77.8096980811463,"New York",2023-11-16
"SO","","SOUTHERN COMPANY",2015-10-01,"Purchase","$1,001 - $15,000","","","Mo Brooks",2015-10-07,"R"," AL05","House","",-110.400423668407,"Alabama",2023-11-16
"IWF","","ISHARES RUSSELL 1000 GROWTH ETF",2015-10-01,"Purchase","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",86.5161130914434,"New Jersey",2023-11-16
"VEA","","VANGUARD FTSE DEVELOPED MARKETS ETF",2015-10-01,"Purchase","$1,001 - $15,000","THOMAS C MACARTHUR AND DEBORAH A MACARTHUR","","Thomas Macarthur",2015-11-03,"R"," NJ03","House","",-128.387633094864,"New Jersey",2023-11-16
"TOT","","TOTAL S.A.",2015-10-01,"Sale","$100,001 - $250,000","INVESTMENT ACCOUNT","","Richard L. Hanna",2015-11-09,"R"," NY22","House","",-114.027796109073,"New York",2023-11-16
